[BEGIN NEW SIMULATION BATCH]
[SIMULATION ITERATION 0]
|RTL.gpr_regfile.regfile.arr[5]1| = 11011110001110111111011010000100
__VLG_I_imem_master_rlastX2 = 1
|RTL.gpr_regfile.regfile.arr[28]1| = 10111011110011001111000111001
input6166X9 = 1010001111011110001000110001001111111110001000111001101000001
____auxvar32__recorder_init__X9 = 11100110100011101110101001000011
RTL.near_mem.icache.ram_word64_set.arb2X2 = 1011100110101101111101110011000001000000100101100111110111110100
ILA.x27_randinitX11 = 11010010100111010011101000100110
ILA.x201 = 1101010000101010100010101010000
____auxvar25__recorder_init__X6 = 11100000111001101111110000100011
input16226X12 = 101
input1485X2 = 110010110111011001111010111100101001101101001101000110000110101
____auxvar8__recorder_init__X9 = 10011010110111101100111001011011
__VLG_I_imem_master_ridX10 = 1101
ILA.x151 = 11010011001010010100001000111110
__VLG_I_imem_master_rvalidX3 = 0
input16226X3 = 11101
____auxvar24__recorder_init__X8 = 101010110100101110100001101000
ILA.x17_randinitX6 = 100110100101110010001001110000
__auxvar23__recorder1 = 11110010010001111101111011100101
ILA.x51 = 10011000111000011001101011001110
ILA.x21_randinitX11 = 1001101010010001110101001001000
RTL.near_mem.icache.ram_state_and_ctag_cset.arb2X5 = 10000000001001010
|RTL.gpr_regfile.regfile.arr[14]1| = 10001010100000011000100001101011
ILA.x211 = 1011000001110100010110101010000
ILA.x29_randinitX11 = 101001000010101011101001010000
ILA.x19_randinitX3 = 10000101110011101111111010010010
ILA.x22_randinitX10 = 10001011011011000110000101111
RTL.rg_trap_interrupt1 = 1
____auxvar31__recorder_init__X4 = 10110100100111010001011011000001
ILA.x10_randinitX6 = 11001011001110111111101011001001
RTL.near_mem.dcache.master_xactor_f_rd_data.empty_reg1 = 0
ILA.x25_randinitX3 = 101001111000000011100010011100
ILA.x7_randinitX10 = 11010111011000111100111110100111
RTL.f_reset_reqs.data0_reg1 = 0
input2053X4 = 1001101111110000110101011111001100111000101101000111101001011
__VLG_I_dmem_master_rdataX8 = 101001101110101001110101000010011101100010001010011101001100110
__VLG_I_dmem_master_ridX2 = 101
ILA.x15_randinitX6 = 10100100001010011011111010001110
input6184X11 = 100110011000000000001100101101101101111000110110110111110010100
__auxvar27__recorder1 = 11111001010111111000101100001010
input2970X9 = 1110011001001101011011110101000100101111001010001001001
input2970X1 = 110111100101010101110001010110011110101110001011111011101100100
____auxvar22__recorder_init__X8 = 1101000000110101011101011000110
__VLG_I_imem_master_rvalidX2 = 1
input6184X12 = 10111111000100000101100011101101101110100101111100100110001100
RTL.near_mem.dcache.MUX_rg_cset_in_cache$write_1__VAL_1_any_valX2 = 1100
____auxvar3__recorder_init__X9 = 1111000110011011100010100001011
__VLG_I_imem_master_rdataX3 = 1100010110000010100001000101011011101011001101000101111111011011
ILA.x3_randinitX11 = 10001000000110011001000101011011
ILA.x30_randinitX5 = 1000101011010001110101110111101
RTL.near_mem.icache.master_xactor_f_rd_data.empty_reg1 = 0
ILA.x27_randinitX9 = 11001110001000100001111010011111
__VLG_I_imem_master_wreadyX10 = 1
RTL.near_mem.icache.master_xactor_f_rd_data.data0_reg1 = 111100010111100010101100101001000011110000010110001110000011001000111
____auxvar26__recorder_init__X8 = 11111100010000001101001111100000
RTL.near_mem.dcache.ram_state_and_ctag_cset.DOB_R1 = 10011111101100110111010
input4587X2 = 1011001010001001001100000011110101111000001001001100010011001001
____auxvar25__recorder_init__X9 = 11100100111010101011110110001
ILA.x16_randinitX3 = 11101011001101100000001100111010
ILA.x1_randinitX10 = 1011101010111101101111001110010
RTL.near_mem.icache.f_reset_rsps.data0_reg1 = 1
____auxvar34__recorder_init__X4 = 1
input16226X1 = 11101
____auxvar1__recorder_init__X8 = 1011101101001001111111000001
ILA.x4_randinitX3 = 1100001100111101000000001101000
ILA.x2_randinitX10 = 1100010011111010000010110000011
RTL.csr_regfile.rg_tselect1 = 10011101101100101100100110011101
____auxvar22__recorder_init__X4 = 1101100111100111011000101001111
ILA.x24_randinitX6 = 11100011010011001000101011101001
ILA.x29_randinitX3 = 1000001101110000010011011100001
ILA.x10_randinitX10 = 1101101100100011110000110010001
RTL.near_mem.dcache.master_xactor_f_wr_addr.full_reg1 = 1
____auxvar18__recorder_init__X4 = 11100001110010111000011100000000
ILA.x19_randinitX9 = 11101010001001101010101010000110
input4682X7 = 11001010000111000011011001001111000001001001001111110011111111
ILA.x16_randinitX9 = 11100000000011001000101000100111
ILA.x26_randinitX6 = 10011000000101011111010111110111
ILA.x31_randinitX3 = 11011011001000110011001010000010
ILA.x28_randinitX10 = 11010111000011101011000000101101
RTL.csr_regfile.rg_mcause1 = 100
____auxvar20__recorder_init__X4 = 11000010111101001000101110100010
ILA.x15_randinitX10 = 111000111010010110011000000010
RTL.rg_run_on_reset1 = 0
____auxvar3__recorder_init__X4 = 11101000110000000101110000110101
__VLG_I_imem_master_wreadyX9 = 1
____auxvar19__recorder_init__X9 = 110100110001100010110001100101
ILA.x23_randinitX3 = 11011001101101000110110110011000
ILA.x9_randinitX10 = 10111011100010101101111101100100
RTL.csr_regfile.rg_mcycle1 = 1011101010100100001100010001101100111000001100001110110101011011
____auxvar29__recorder_init__X4 = 10010101011111011101011100100100
____auxvar22__recorder_init__X10 = 100011100001100010110101101010
RTL.csr_regfile.csr_mip.rg_ssip1 = 0
__VLG_I_imem_master_bvalidX8 = 0
input8377X1 = 11
____auxvar12__recorder_init__X8 = 1010110010011001000110011100001
input6184X8 = 1110110101100000000000100101001011011111011010111000010011101100
ILA.x241 = 10001000001010110101010010101001
ILA.x31_randinitX11 = 10101111100000010001110010100000
ILA.x2_randinitX5 = 11111100011001110001110001100011
RTL.stage2_rg_full1 = 0
ILA.x3_randinitX3 = 1011000101110001010111101100000
ILA.x29_randinitX10 = 10111111111011001010110101010
RTL.csr_regfile.rg_mtval1 = 110110011110100011101100010101
____auxvar21__recorder_init__X4 = 1100011101011100111111000010010
ILA.x5_randinitX6 = 10011101011100110000011101011010
RTL.csr_regfile.rg_tdata11 = 11010100101111010111110101000010
ILA.x6_randinitX3 = 10100100111010100001001001111100
ILA.x31_randinitX10 = 10001101110001101010001101111011
RTL.csr_regfile.rg_tdata31 = 1000011001000111001101100011010
____auxvar1__recorder_init__X10 = 1101010101000111010111101011110
RTL.stage3_f_reset_reqs.full_reg1 = 0
input1333X2 = 1101011101101101010100110110111110100010010011101101011011010010
RTL.gpr_regfile.f_reset_rsps.empty_reg1 = 1
____auxvar8__recorder_init__X4 = 10111000110101111101100111101100
__VLG_I_dmem_master_rrespX3 = 0
ILA.x13_randinitX9 = 1110011111011011101111101100111
ILA.x23_randinitX6 = 10001110000111011110001001000010
input4587X7 = 1011010111110101010110100110000000100001110000101101000010011001
ILA.x5_randinitX3 = 10110011010011100010001101111000
ILA.x30_randinitX10 = 111010101101100100100101110110
RTL.csr_regfile.rg_tdata21 = 1000111000101010001001010111111
____auxvar23__recorder_init__X4 = 10011001101001111110000001
ILA.x21_randinitX5 = 11111010001110100011001111100001
RTL.near_mem.icache.rg_op1 = 1
input6739X9 = 1111101111001010011110000100010000110000110010111000101010001110
RTL.near_mem.icache.master_xactor_f_rd_data.full_reg1 = 1
ILA.x4_randinitX6 = 11110000111000111100100011110000
RTL.csr_regfile.csr_mip.rg_mtip1 = 0
input2053X1 = 111011010100011100011110110010101010110110000000011100100110110
input5249X8 = 1000110010010110110011111111111001000110111101001110101101010
input4682X2 = 1011110110110010000011001000010010001111001110110001000010000101
____auxvar20__recorder_init__X9 = 10100111000101110101001111010
ILA.x21_randinitX3 = 1010101000111001110000000001100
ILA.x25_randinitX10 = 1011111010011000110100001011100
RTL.rg_trap_info1 = 1110000110101001101110101000000010010010100110000001001111001101111
____auxvar2__recorder_init__X4 = 10100011101000010110101100000000
RTL.near_mem.dcache.f_reset_reqs.full_reg1 = 0
____auxvar23__recorder_init__X8 = 1100010111101101001111000011000
ILA.x18_randinitX3 = 1111101000001011011111010111100
ILA.x21_randinitX10 = 101001111011010001111000100101
RTL.csr_regfile.rg_mcounteren1 = 11
____auxvar32__recorder_init__X4 = 1010100010100101001111110111000
__VLG_I_dmem_master_awreadyX2 = 0
__VLG_I_dmem_master_wreadyX3 = 0
ILA.x4_randinitX5 = 1001001110000110100000100000111
RTL.near_mem.icache.f_reset_reqs.empty_reg1 = 1
ILA.x2_randinitX6 = 101111010000000010010011110110
____auxvar30__recorder_init__X5 = 11110110010110101110011010101110
__auxvar14__recorder1 = 10010100110011110111100111011010
RTL.csr_regfile.csr_mstatus_rg_mstatus1 = 1110001010011010100110000101101
ILA.x30_randinitX3 = 10110111110110111110111000111101
ILA.x27_randinitX10 = 11001110111111111010010011100110
RTL.csr_regfile.rg_mscratch1 = 10011000101100001100100001011
____auxvar1__recorder_init__X4 = 10011000111011011010100110111010
RTL.csr_regfile.csr_mie.rg_mie1 = 11000101001
input16224X10 = 11100011101010000001011100111100
__VLG_I_EN_hart0_server_reset_request_putX7 = 0
ILA.x26_randinitX3 = 11111111011100111101001101001000
ILA.x6_randinitX10 = 10010100100000100100000111011111
RTL.csr_regfile.rg_mepc1 = 10100100101101101111101110100110
____auxvar27__recorder_init__X4 = 1000010000000010100010001111
ILA.x19_randinitX6 = 11001001001001101111110100000010
RTL.near_mem.icache.f_reset_rsps.full_reg1 = 0
ILA.x17_randinitX5 = 11111110001011100100011110100001
RTL.stage3_rg_stage31 = 10110100111001101001001010011101001111100011111111101000110111110101111000111100010011110010010000000111
input2970X3 = 1100001110000000000110101010101100101110011000111110011101000
__VLG_I_EN_hart0_server_reset_response_getX2 = 1
____auxvar28__recorder_init__X9 = 1011001100111111000111101001101
RTL.near_mem.dcache.ram_word64_set.arb2X11 = 1100011110001001110001011001001001001000100000111101011011011001
|RTL.gpr_regfile.regfile.arr[2]1| = 11011011110101110100011011000100
RTL.near_mem.dcache.MUX_rg_cset_in_cache$write_1__VAL_1_any_valX6 = 1001000
|RTL.gpr_regfile.regfile.arr[4]1| = 1001100100111010101100010011011
RTL.near_mem.dcache.rg_addr1 = 10000101101111101001010110101011
____auxvar30__recorder_init__X10 = 1101101011100110100001001010100
RTL.near_mem.icache.ram_state_and_ctag_cset.arb2X3 = 10000001110010001110101
RTL.near_mem.dcache.ram_word64_set.arb2X10 = 1101100111011011010001100011100101101110111110010100111110110010
RTL.near_mem.icache.master_xactor_f_wr_addr.full_reg1 = 1
__VLG_I_imem_master_rdataX4 = 1100100111000101001101110110101011011110000000101000100001101010
input2988X4 = 1000010111101000110110111010100011111100101010001100100110101100
ILA.x30_randinitX9 = 11011010111010101111011000100110
|RTL.gpr_regfile.regfile.arr[26]1| = 10000101010110110001101000010101
ILA.x17_randinitX3 = 10011000001110101111000111000001
ILA.x20_randinitX10 = 11110111110110011011100101110110
RTL.near_mem.icache.f_reset_rsps.empty_reg1 = 1
RTL.near_mem.icache.ram_word64_set.arb2X11 = 100000110010101101110001000000110010100000001111011110000010000
__START__1 = 1
__VLG_I_imem_master_rlastX6 = 0
input2970X2 = 1100000001000010011101011101110111011111100101010001101110101101
____auxvar24__recorder_init__X9 = 11010000001111100011001001011001
__VLG_I_imem_master_awreadyX2 = 1
__VLG_I_imem_master_rdataX2 = 1100011010110100000010000101000110000010000011111001011001010
ILA.x8_randinitX6 = 10010110100100111100001101010100
__auxvar20__recorder1 = 111001010011111011011100101110
|RTL.gpr_regfile.regfile.arr[15]1| = 10001010101100011011001001011000
|RTL.gpr_regfile.regfile.arr[17]1| = 1001100111011101110101111010111
ILA.x20_randinitX6 = 1100000001010011101011000101
ILA.x19_randinitX5 = 1010011101001101001111110000001
RTL.near_mem.icache.rg_addr1 = 11100110000001011001111111001011
input5249X9 = 1100110011100100101111011000011101110111000100100010010000101010
input6166X8 = 111001100000011111000101101000000000000101100010100011101001000
input2988X3 = 1110000100011101110110101101010100101010110111100010010000101101
____auxvar34__recorder_init__X8 = 1
ILA.x8_randinitX12 = 111100000110001100011010000010
__VLG_I_imem_master_arreadyX2 = 1
ILA.x31_randinitX6 = 10111001100111101110111110101000
|RTL.gpr_regfile.regfile.arr[23]1| = 1101111110100011001111110001111
RTL.near_mem.dcache.ram_word64_set.arb2X2 = 1001101000000011100001001001010010100000000110100111000011011001
ILA.x15_randinitX3 = 11110000011110010101000000011
ILA.x19_randinitX10 = 10011000011000000010110001100101
RTL.near_mem.dcache.f_reset_rsps.data0_reg1 = 1
RTL.rg_trap_instr1 = 1001111100010011011110111000110
__VLG_I_imem_master_rrespX6 = 0
__VLG_I_dmem_master_arreadyX2 = 0
____auxvar26__recorder_init__X9 = 11100111010000011111011101001110
input1485X9 = 110010001010101010100110000000011011100111001000101111010011
RTL.near_mem.dcache.f_reset_rsps.empty_reg1 = 1
RTL.near_mem.dcache.ram_state_and_ctag_cset.arb2X2 = 110000100011101110000
__VLG_I_imem_master_awreadyX3 = 1
____auxvar28__recorder_init__X3 = 11011101100010000101000101011100
____auxvar25__recorder_init__X10 = 100111010101110100110110111
RTL.csr_regfile.rg_nmi1 = 0
ILA.x27_randinitX2 = 1110011101110011001000000110
ILA.x9_randinitX11 = 1111110111010100010100101100
RTL.near_mem.dcache.ctr_wr_rsps_pending_crg1 = 11
RTL.stage3_rg_full1 = 1
____auxvar8__recorder_init__X10 = 10100101111111111100111001001101
|RTL.gpr_regfile.regfile.arr[6]1| = 11110101010111100001110111100111
ILA.x7_randinitX12 = 10110011011101111111101011100101
__VLG_I_hart0_server_reset_request_putX2 = 1
__VLG_I_dmem_master_rlastX3 = 1
ILA.x27_randinitX6 = 10011100001111110101110000001110
RTL.near_mem.icache.f_reset_reqs.full_reg1 = 0
__VLG_I_dmem_master_ridX9 = 1001
__VLG_I_hart0_server_reset_request_putX9 = 1
__VLG_I_dmem_master_rvalidX8 = 0
____auxvar20__recorder_init__X10 = 1010100101010101010110110001010
RTL.stage2_f_reset_reqs.full_reg1 = 1
__VLG_I_dmem_master_bvalidX3 = 1
ILA.x14_randinitX10 = 11100000011110011000000110111
RTL.stage1_f_reset_rsps.empty_reg1 = 1
____auxvar4__recorder_init__X4 = 11111111001000000100001101011000
____auxvar31__recorder_init__X9 = 10000110011000100001101110000010
input3543X12 = 11101001100110100001011100101011100001110110101000110100101111
ILA.x11_randinitX11 = 11000101100101110100010100001
RTL.f_reset_rsps.full_reg1 = 1
____auxvar24__recorder_init__X6 = 11110100011100111010010001111001
input2053X10 = 1100101110000111000000111011101000010011110000010110000000110001
|RTL.gpr_regfile.regfile.arr[19]1| = 11111101011101001001110011011111
__VLG_I_imem_master_rlastX3 = 1
ILA.x27_randinitX5 = 11111100111111110110111111100000
RTL.stage2_f_reset_rsps.empty_reg1 = 0
input8377X3 = 1001
__STARTED__1 = 1
____auxvar15__recorder_init__X10 = 101100101001011010111001010011
input5249X2 = 1110111011110000100101100110111111100000110001000110011000001110
____auxvar1__recorder_init__X9 = 1011100000110101100100010010010
__VLG_I_EN_hart0_server_reset_request_putX11 = 0
RTL.near_mem.dcache.rg_cset_in_cache1 = 1001110
__VLG_I_imem_master_awreadyX6 = 1
input1485X7 = 101100001101000000010111101111011011110110110001110011110110
input4682X1 = 1111110000000010011001101010101111001001011001000011100010100000
____auxvar18__recorder_init__X8 = 1001001001010000010111101111001
__VLG_I_imem_master_rvalidX8 = 0
__VLG_I_dmem_master_rdataX3 = 1100110010100110000001001101001101010010001101100101001111101010
ILA.x13_randinitX10 = 10010101110011111001111011010111
RTL.csr_regfile.f_reset_rsps.empty_reg1 = 0
____auxvar5__recorder_init__X4 = 10001101011001011100100001111111
ILA.x12_randinitX10 = 100100110001101011101001110110
RTL.csr_regfile.rg_state1 = 1
____auxvar6__recorder_init__X4 = 1000101100111011000110011110110
__VLG_I_dmem_master_ridX3 = 1001
RTL.near_mem.dcache.ram_state_and_ctag_cset.arb2X3 = 1010101101011001110111
__VLG_I_imem_master_awreadyX4 = 0
RTL.near_mem.icache.master_xactor_f_wr_resp.full_reg1 = 0
__VLG_I_imem_master_wreadyX2 = 0
input1485X10 = 1110000101001100110001110101110111101000000010000000011111000100
rstX1 = 1
input1333X4 = 1011111000011111011011100101100011111011111110010100100100000100
__VLG_I_dmem_master_rlastX4 = 0
__VLG_I_dmem_master_wreadyX4 = 0
____auxvar32__recorder_init__X11 = 1011111111000100001001111000110
RTL.near_mem.icache.ram_word64_set.arb2X4 = 1100001101100010110101010110111011111010111001101110011110100
input1485X4 = 1110111101001101011100011110110101001001110011111111000010010101
____auxvar8__recorder_init__X11 = 1100111110101100011011001010
RTL.stage1_f_reset_rsps.full_reg1 = 0
__VLG_I_imem_master_rvalidX5 = 0
input2970X4 = 1010011000010001100110001001101000010001100000110100100111010110
____auxvar24__recorder_init__X11 = 10110000001011110110111
__VLG_I_imem_master_rdataX10 = 110011011100011000000100110011010100011100100000001110101101100
RTL.near_mem.icache.ram_state_and_ctag_cset.DOB_R1 = 10011011001101001000110
__VLG_I_imem_master_rrespX3 = 11
RTL.stage3_f_reset_rsps.empty_reg1 = 1
__VLG_I_imem_master_ridX3 = 1
input3543X4 = 100010111010011011110111001101000111001011100111010011
____auxvar21__recorder_init__X11 = 1101010111001011010110011010100
input4587X4 = 1010000111101100001110000011101100001001110001101000011011011001
____auxvar25__recorder_init__X11 = 10010000001110010111010111100000
RTL.near_mem.dcache.ram_word64_set.arb2X3 = 1100101111111100011110101100000011010100000100100000011001100100
input4682X4 = 11011100000011001111111000100100100001011000001101000100111
____auxvar20__recorder_init__X11 = 111111001001100000101100011
____auxvar32__recorder_init__X1 = 1000001111111100000011111011001
input5249X4 = 1011111100011101111011111100011000101111111101000100011110000101
____auxvar1__recorder_init__X11 = 11110001111111100111111001111111
____auxvar31__recorder_init__X1 = 1011110010101001011101001
input6166X4 = 1100110110101011011010101111011001011011110000100100110010010011
____auxvar19__recorder_init__X11 = 10011100110101001100111100101
__VLG_I_imem_master_rvalidX11 = 1
input6184X4 = 101110100001011110001101001111001100000101110111011111101111010
____auxvar18__recorder_init__X11 = 1010111010011000101010111111011
____auxvar30__recorder_init__X1 = 110011110111011111010001000111
__VLG_I_imem_master_rrespX11 = 11
input6739X4 = 111001110101111110101011011101101001010010101100010100010111000
____auxvar17__recorder_init__X11 = 1011001111100111011111100111010
input16226X4 = 11000
____auxvar22__recorder_init__X11 = 10110100101010110111001100110010
RTL.near_mem.icache.rg_state1 = 1100
input16224X5 = 10111011110000110011001000001100
input2988X1 = 1100000110111111111000110001100011101001110101111000110111010100
____auxvar27__recorder_init__X12 = 111011010101010011000101010
__VLG_I_imem_master_rlastX11 = 1
input8377X4 = 111
____auxvar15__recorder_init__X11 = 10010101011101000101110110101010
__VLG_I_dmem_master_bvalidX4 = 0
__VLG_I_EN_hart0_server_reset_response_getX3 = 0
RTL.near_mem.dcache.ram_state_and_ctag_cset.arb2X10 = 10110001001010011110001
RTL.near_mem.icache.rg_error_during_refill1 = 0
RTL.near_mem.dcache.MUX_rg_cset_in_cache$write_1__VAL_1_any_valX3 = 111101
RTL.near_mem.dcache.ram_word64_set.DOB_R1 = 100110111100001011011100010100000001011101000101000000011001
____auxvar3__recorder_init__X10 = 11101100001001111010111011000001
__VLG_I_dmem_master_awreadyX3 = 1
__VLG_I_dmem_master_arreadyX3 = 1
RTL.near_mem.dcache.ram_state_and_ctag_cset.arb2X4 = 10000000001011100111001
__VLG_I_imem_master_awreadyX5 = 0
__VLG_I_dmem_master_rdataX4 = 10001001001111000110011100001101000001110000011010011010100110
__VLG_I_dmem_master_ridX4 = 111
__VLG_I_imem_master_bvalidX2 = 1
__VLG_I_imem_master_rlastX10 = 1
RTL.near_mem.icache.f_fabric_write_reqs.full_reg1 = 1
__VLG_I_imem_master_wreadyX3 = 0
__VLG_I_dmem_master_rlastX5 = 1
ILA.x251 = 11110101010000010110101000101001
__VLG_I_dmem_master_arreadyX6 = 1
ILA.x181 = 1101010000011101100001011010011
__VLG_I_dmem_master_wreadyX5 = 0
RTL.near_mem.icache.ram_word64_set.arb2X5 = 1110001100111000101000100111010010010111000111100101000010111111
____auxvar8__recorder_init__X12 = 1101011100100111100010110001101
RTL.near_mem.dcache.rg_f31 = 11
__VLG_I_imem_master_rvalidX6 = 0
rstX2 = 0
input8377X8 = 1011
__auxvar8__recorder1 = 11010110011111111111100100000111
input2053X5 = 1001000110001010110000010011101111100001110111110000000010011
input2970X5 = 110010101011101001111101011001101111000100011011010111110001100
__VLG_I_imem_master_rdataX1 = 100011011110110011101100010010100111101110000011011000111100110
____auxvar24__recorder_init__X12 = 1011010001011101100010111100110
ILA.x41 = 10001111100011011101011000001101
input2988X5 = 110110000010010000111111001010001101001011010001100100000000100
____auxvar31__recorder_init__X2 = 11010010100101110111101001101110
RTL.f_reset_reqs.empty_reg1 = 0
input3543X5 = 10001100010101110110011011011111001011110000111100010001101001
__VLG_I_imem_master_awreadyX1 = 1
____auxvar21__recorder_init__X12 = 1001000110101001000101110111101
|RTL.gpr_regfile.regfile.arr[8]1| = 10111110111001100110100101101101
input4587X5 = 1101110110100101111001101111011110100100011101110111010001100001
__VLG_I_imem_master_ridX1 = 111
____auxvar25__recorder_init__X12 = 11010110101111100011101100001
RTL.near_mem.dcache.ram_word64_set.arb2X4 = 1101110001011000100110001100101101001101010111111011000010101001
RTL.rg_state1 = 111
input4682X5 = 1000000101110001110011000110111100100101111111010011001001111010
__VLG_I_imem_master_arreadyX1 = 0
____auxvar20__recorder_init__X12 = 11001101100100101011101111111011
____auxvar30__recorder_init__X2 = 1110001010000101011001110000000
__auxvar29__recorder1 = 1011011011101011001100011110101
input5249X5 = 1001100011101100101011101110110001010001111100100000010110111110
__VLG_I_hart0_server_reset_request_putX1 = 0
____auxvar1__recorder_init__X12 = 10101011100000101011110010111
|RTL.gpr_regfile.regfile.arr[16]1| = 11010001100010010101010101010011
input6166X5 = 1010011101000001101000001001011100011001111001110111000011110010
__VLG_I_dmem_master_wreadyX1 = 0
____auxvar19__recorder_init__X12 = 1101101101000101001110111011000
ILA.x121 = 11111111110100111000111100111
input6184X5 = 1100001111010010101101010110101010010111001001111100111001111110
__VLG_I_dmem_master_rvalidX1 = 0
____auxvar18__recorder_init__X12 = 1000011011101110100011000010111
____auxvar29__recorder_init__X2 = 10101101101100001011010101100101
|RTL.gpr_regfile.regfile.arr[13]1| = 10000001010111001111100010000101
input6739X5 = 10000101000011111100110010111010010010001110101000100110011101
__VLG_I_dmem_master_rrespX1 = 1
____auxvar17__recorder_init__X12 = 11110010000000111111000001110001
____auxvar32__recorder_init__X2 = 11101111011011111100001000000010
input16226X5 = 110
____auxvar22__recorder_init__X12 = 111010110000001000110110101001
____auxvar34__recorder_init__X10 = 1
RTL.rg_cur_priv1 = 0
input16224X6 = 110011011100011110111001001001
input2053X2 = 1100000111110110000010100100100110000001000100111001000010111100
input8377X5 = 1110
__VLG_I_dmem_master_ridX1 = 101
____auxvar15__recorder_init__X12 = 1001110101110010010010001100100
__VLG_I_dmem_master_bvalidX5 = 0
__VLG_I_dmem_master_rlastX10 = 1
RTL.stage2_f_reset_reqs.empty_reg1 = 0
__VLG_I_hart0_server_reset_request_putX3 = 0
__VLG_I_EN_hart0_server_reset_response_getX4 = 0
____auxvar28__recorder_init__X11 = 10100100111101011001000100010010
RTL.near_mem.dcache.MUX_rg_cset_in_cache$write_1__VAL_1_any_valX4 = 1100011
____auxvar3__recorder_init__X11 = 10010010101011100111001110110100
__VLG_I_imem_master_rdataX5 = 1010110011110110010011011100101011000100001010001111000010001110
__VLG_I_dmem_master_awreadyX4 = 1
__VLG_I_dmem_master_arreadyX4 = 1
____auxvar26__recorder_init__X11 = 11011001011000011100100011001
__VLG_I_dmem_master_rvalidX5 = 1
ILA.x71 = 1100110000110101000
__VLG_I_dmem_master_rdataX5 = 100001010010001111101001111001111000110100000100101101010001101
RTL.near_mem.icache.MUX_rg_cset_in_cache$write_1__VAL_1_any_valX4 = 111000
____auxvar34__recorder_init__X11 = 0
__VLG_I_imem_master_arreadyX5 = 0
|RTL.gpr_regfile.regfile.arr[29]1| = 100100101100111000101001011101
__VLG_I_dmem_master_rlastX6 = 1
|RTL.gpr_regfile.regfile.arr[24]1| = 11001001111110000111011100000111
__VLG_I_dmem_master_wreadyX6 = 0
RTL.near_mem.dcache.f_fabric_write_reqs.full_reg1 = 1
input1485X6 = 1000000110110001100001010101110000100010010000101110110100100110
____auxvar31__recorder_init__X10 = 10001000010100100010010001100001
|RTL.gpr_regfile.regfile.arr[1]1| = 1110001010011111001100111011101
input2970X6 = 1100010001011010011010111100001100100101101001100000110001100
RTL.near_mem.dcache.master_xactor_f_wr_resp.full_reg1 = 1
__VLG_I_imem_master_rlastX5 = 0
__VLG_I_imem_master_rrespX5 = 0
RTL.stage1_f_reset_reqs.empty_reg1 = 0
__VLG_I_imem_master_ridX5 = 1000
input2988X6 = 1101001001110001011111001001100100110000011111010000010110001101
____auxvar31__recorder_init__X3 = 101011110100101111011100111100
input3543X6 = 1010011111000100000010111100111001000101111110111101111110001111
RTL.near_mem.dcache.ram_word64_set.arb2X5 = 1011111110110011010101100110110011000110011101010010001100011100
____auxvar29__recorder_init__X10 = 101101110110000101001010100000
RTL.csr_regfile.csr_mip.rg_stip1 = 1
input4682X6 = 100110111110101011101111000100000010010110011101101111110110110
____auxvar30__recorder_init__X3 = 11010010111110111001011000101101
____auxvar28__recorder_init__X10 = 10100111011010011011100011011111
RTL.csr_regfile.csr_mip.rg_usip1 = 1
input5249X6 = 1101101000100100011010000000011101111101111011010111111001000
__VLG_I_dmem_master_ridX5 = 1110
__auxvar15__recorder1 = 1010001001100101100101000011100
____auxvar27__recorder_init__X10 = 10000100001101010010111011001101
RTL.near_mem.dcache.master_xactor_f_rd_data.data1_reg1 = 1010100000010011001001011101111111111100011111011100110011000001111010
input6184X6 = 100110101011001000000111101110100110001100010001100100111110000
____auxvar29__recorder_init__X3 = 10111011010000101100011011100
____auxvar26__recorder_init__X10 = 111011000011100001100001111111
RTL.csr_regfile.csr_mip.rg_utip1 = 0
input6739X6 = 1001010000101011010101010100001101001011010110011011100000111110
____auxvar32__recorder_init__X3 = 1000100100000001111111000101
____auxvar2__recorder_init__X10 = 1011100101111000001000010111101
RTL.csr_regfile.csr_mip.rg_seip1 = 0
input16226X6 = 1100
input2053X3 = 1010111000101100000110100000011111101110010110110100011010101000
____auxvar24__recorder_init__X10 = 10001100010110001101101001001000
RTL.rg_csr_val11 = 1110010000110001100101000110100
input8377X6 = 1100
input1333X5 = 1000001000011110110011111001011001000100100100101001100010001100
RTL.near_mem.icache.master_xactor_f_wr_data.empty_reg1 = 1
__VLG_I_dmem_master_bvalidX6 = 0
|RTL.gpr_regfile.regfile.arr[0]1| = 11111000101101111111101010000
__VLG_I_EN_hart0_server_reset_response_getX5 = 0
__VLG_I_imem_master_rvalidX1 = 1
____auxvar28__recorder_init__X12 = 1000001001011100010010000111101
RTL.near_mem.icache.master_xactor_f_wr_resp.empty_reg1 = 0
RTL.near_mem.dcache.MUX_rg_cset_in_cache$write_1__VAL_1_any_valX5 = 10001
|RTL.gpr_regfile.regfile.arr[18]1| = 10010011010100000000011000110100
__VLG_I_dmem_master_awreadyX5 = 0
__VLG_I_dmem_master_arreadyX5 = 1
|RTL.gpr_regfile.regfile.arr[11]1| = 1100010000110001101110011000000
RTL.near_mem.dcache.ram_state_and_ctag_cset.arb2X5 = 110000110111110101010
__ENDED__1 = 0
__VLG_I_dmem_master_rvalidX6 = 1
ILA.x261 = 101101111011101010001110111111
|RTL.gpr_regfile.regfile.arr[10]1| = 10110011010101000100111001001111
__VLG_I_dmem_master_rdataX6 = 110110100001000110000110010010110111011100010010101100101010100
RTL.near_mem.icache.f_reset_reqs.data1_reg1 = 1
RTL.near_mem.icache.MUX_rg_cset_in_cache$write_1__VAL_1_any_valX5 = 11
